antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'ũ'}),"frozenset({'ã', 'i'})",0.1735445836403832,0.18017686072218128,0.15364775239498896,0.8853503184713377,4.913784794133355,1.0,0.12237903411932669,7.150679603700983,0.9637433165371402,0.7679558011049725,0.8601531525084093,0.8690555273338284
"frozenset({'ã', 'i'})",frozenset({'ũ'}),0.18017686072218128,0.1735445836403832,0.15364775239498896,0.8527607361963191,4.913784794133354,1.0,0.12237903411932669,5.6130097027757335,0.9715398916821599,0.7679558011049725,0.821842460114494,0.8690555273338284
"frozenset({'ã', 'i'})",frozenset({'ĩ'}),0.18017686072218128,0.18828297715549006,0.16654384672070743,0.9243353783231083,4.909288095438192,1.0,0.13261961096940506,10.72782768029635,0.9713125186437307,0.8248175182481751,0.9067844833267888,0.904437747869969
frozenset({'ĩ'}),"frozenset({'ã', 'i'})",0.18828297715549006,0.18017686072218128,0.16654384672070743,0.8845401174168297,4.909288095438192,1.0,0.13261961096940506,7.10050210459263,0.9810124166964596,0.8248175182481751,0.8591648892895621,0.904437747869969
"frozenset({'õ', 'i'})",frozenset({'ĩ'}),0.12269712601326456,0.18828297715549006,0.1131171702284451,0.9219219219219219,4.896469855373965,1.0,0.09001539005424533,10.39622186950853,0.907065572043608,0.5716945996275604,0.9038112102115733,0.7613523503934463
frozenset({'õ'}),"frozenset({'ĩ', 'a'})",0.1234340456890199,0.17686072218128224,0.10685335298452468,0.8656716417910447,4.894651741293532,1.0,0.08502271852220723,6.127814623761563,0.9077415894826861,0.5523809523809524,0.8368096847900158,0.7349191542288557
frozenset({'õ'}),"frozenset({'ĩ', 'ã'})",0.1234340456890199,0.16654384672070743,0.10058953574060428,0.8149253731343283,4.893158103288865,1.0,0.08003235495525535,4.503351795944564,0.907670443609914,0.5311284046692608,0.7779431753698351,0.7094538370096422
"frozenset({'o', 'õ'})",frozenset({'ĩ'}),0.12159174649963155,0.18828297715549006,0.11201179071481208,0.9212121212121211,4.892699994069857,1.0,0.08911813468632582,10.302562213026464,0.9057449885199577,0.5661080074487896,0.9029367666680421,0.758062029294906
"frozenset({'ã', 'e'})",frozenset({'ĩ'}),0.14959469417833457,0.18828297715549006,0.13780397936624908,0.9211822660098522,4.8925414284750275,1.0,0.10963784497968719,10.298659727339718,0.9355624241188519,0.6887661141804788,0.9028999863598451,0.826540252378703
frozenset({'ĩ'}),"frozenset({'ã', 'e'})",0.18828297715549006,0.14959469417833457,0.13780397936624908,0.7318982387475538,4.892541428475027,1.0,0.10963784497968719,3.1719497173348246,0.9801534611286019,0.6887661141804788,0.6847364904509796,0.826540252378703
"frozenset({'ã', 'u'})",frozenset({'ĩ'}),0.1658069270449521,0.18828297715549006,0.15254237288135594,0.9200000000000002,4.886262230919766,1.0,0.12132375102432921,10.146462785556393,0.9534298663389151,0.7568555758683729,0.9014434861552431,0.8650880626223093
frozenset({'ĩ'}),"frozenset({'ã', 'u'})",0.18828297715549006,0.1658069270449521,0.15254237288135594,0.8101761252446185,4.886262230919765,1.0,0.12132375102432921,4.394563508041543,0.9798298762556986,0.7568555758683729,0.772446114802957,0.8650880626223093
"frozenset({'ẽ', 'i'})",frozenset({'ã'}),0.11532792925571113,0.18312453942520265,0.10316875460574797,0.8945686900958466,4.885029023984161,1.0,0.08204938067793352,7.7479399745427715,0.8989691795085382,0.5283018867924528,0.8709334347858041,0.7289744858929936
frozenset({'ẽ'}),frozenset({'ã'}),0.11532792925571113,0.18312453942520265,0.10316875460574797,0.8945686900958466,4.885029023984161,1.0,0.08204938067793352,7.7479399745427715,0.8989691795085382,0.5283018867924528,0.8709334347858041,0.7289744858929936
"frozenset({'õ', 'u'})",frozenset({'ĩ'}),0.10980103168754606,0.18828297715549006,0.10095799557848195,0.9194630872483223,4.883410604289524,1.0,0.08028433043760648,10.078819700319347,0.8933116208246726,0.5121495327102804,0.900782033042191,0.7278333048766072
"frozenset({'õ', 'a'})",frozenset({'ĩ'}),0.11643330876934414,0.18828297715549006,0.10685335298452468,0.9177215189873418,4.874160866011048,1.0,0.08493094296936814,9.8654838161102,0.8995772339018147,0.5400372439478585,0.8986364968368795,0.7426180980455299
frozenset({'ũ'}),"frozenset({'a', 'ã'})",0.1735445836403832,0.18054532056005895,0.15254237288135594,0.8789808917197454,4.868477836994671,1.0,0.12120971039654099,6.7712834037932055,0.9614517306660981,0.7568555758683729,0.8523175090500849,0.8619394254517094
"frozenset({'a', 'ã'})",frozenset({'ũ'}),0.18054532056005895,0.1735445836403832,0.15254237288135594,0.8448979591836735,4.86847783699467,1.0,0.12120971039654099,5.328462552844899,0.9696655718903138,0.7568555758683729,0.8123286050933972,0.8619394254517094
