State,Type,Phoneme,Count
Tamil Nadu,consonant,dz,2
Tamil Nadu,consonant,ts,2
Tamil Nadu,consonant,ç,2
Tamil Nadu,consonant,ɟ,2
Tamil Nadu,consonant,ɣ,2
Tamil Nadu,consonant,ʐ,2
Tamil Nadu,consonant,ʝ,2
Tamil Nadu,consonant,β,2
Tamil Nadu,consonant,b̤,1
Tamil Nadu,consonant,cçʰ,1
Tamil Nadu,consonant,d̪̤,1
Tamil Nadu,consonant,l̠˞,1
Tamil Nadu,consonant,l̥,1
Tamil Nadu,consonant,l̪,1
Tamil Nadu,consonant,m̤,1
Tamil Nadu,consonant,r̪,1
Tamil Nadu,consonant,s̪,1
Tamil Nadu,consonant,s̻̠,1
Tamil Nadu,consonant,t̠ʃ,1
Tamil Nadu,consonant,z̪,1
Tamil Nadu,consonant,ɖ̤,1
Tamil Nadu,consonant,ɗ,1
Tamil Nadu,consonant,ɟ̤ʝ,1
Tamil Nadu,consonant,ɡʱ,1
Tamil Nadu,consonant,ɭ̥,1
Tamil Nadu,consonant,ɸ,1
Tamil Nadu,consonant,ɻ,1
Tamil Nadu,consonant,ʃ,1
Tamil Nadu,consonant,θ,1
Tamil Nadu,vowel,i,19
Tamil Nadu,vowel,u,19
Tamil Nadu,vowel,a,18
Tamil Nadu,vowel,e,14
Tamil Nadu,vowel,o,14
Tamil Nadu,vowel,iː,11
Tamil Nadu,vowel,uː,11
Tamil Nadu,vowel,aː,10
Tamil Nadu,vowel,eː,8
Tamil Nadu,vowel,e̞,8
Tamil Nadu,vowel,oː,8
Tamil Nadu,vowel,ə,8
Tamil Nadu,vowel,ɨ,8
Tamil Nadu,vowel,ɪ,6
Tamil Nadu,vowel,ʌ,6
Tamil Nadu,vowel,ɔ,5
Tamil Nadu,vowel,ɛ,5
Tamil Nadu,vowel,ʊ,5
Tamil Nadu,vowel,o̞,4
Tamil Nadu,vowel,ai,2
Tamil Nadu,vowel,ä,2
Tamil Nadu,vowel,ë,2
Tamil Nadu,vowel,e̞ː,2
Tamil Nadu,vowel,ë̞,2
Tamil Nadu,vowel,ï,2
Tamil Nadu,vowel,ö,2
Tamil Nadu,vowel,o̞ː,2
Tamil Nadu,vowel,ö̞,2
Tamil Nadu,vowel,üː,2
Tamil Nadu,vowel,u̞,2
Tamil Nadu,vowel,æ,2
Tamil Nadu,vowel,ɑ,2
Tamil Nadu,vowel,ɑː,2
Tamil Nadu,vowel,ɔː,2
Tamil Nadu,vowel,əi,2
Tamil Nadu,vowel,əː,2
Tamil Nadu,vowel,ɛː,2
Tamil Nadu,vowel,ʊ̈,2
Tamil Nadu,vowel,au,1
Tamil Nadu,vowel,aɪ,1
Tamil Nadu,vowel,aʊ,1
Tamil Nadu,vowel,ui,1
Tamil Nadu,vowel,y,1
Tamil Nadu,vowel,yː,1
Tamil Nadu,vowel,æ̞̃,1
Tamil Nadu,vowel,ø,1
Tamil Nadu,vowel,øː,1
Tamil Nadu,vowel,ɐi,1
Tamil Nadu,vowel,ɪ̃,1
Tamil Nadu,vowel,ɯ,1
Tamil Nadu,vowel,ɯː,1
Tamil Nadu,vowel,ʊː,1
Tamil Nadu,vowel,ʊ̃,1
Tamil Nadu,vowel,ʊ̈i,1
Tamil Nadu,vowel,ʊ̞,1
Tashigang,consonant,b,2
Tashigang,consonant,d,2
Tashigang,consonant,dz,2
Tashigang,consonant,dʑ,2
Tashigang,consonant,h,2
Tashigang,consonant,j,2
Tashigang,consonant,k,2
Tashigang,consonant,kʰ,2
Tashigang,consonant,l,2
Tashigang,consonant,m,2
Tashigang,consonant,n,2
Tashigang,consonant,p,2
Tashigang,consonant,pʰ,2
Tashigang,consonant,s,2
Tashigang,consonant,t,2
Tashigang,consonant,ts,2
Tashigang,consonant,tsʰ,2
Tashigang,consonant,tɕ,2
Tashigang,consonant,tɕʰ,2
Tashigang,consonant,tʰ,2
Tashigang,consonant,w,2
Tashigang,consonant,z,2
Tashigang,consonant,ŋ,2
Tashigang,consonant,ɕ,2
Tashigang,consonant,ɖ,2
Tashigang,consonant,ɡ,2
Tashigang,consonant,ɲ,2
Tashigang,consonant,ɾ,2
Tashigang,consonant,ʈ,2
Tashigang,consonant,ʈʰ,2
Tashigang,consonant,ʑ,2
Tashigang,consonant,l̥,1
Tashigang,consonant,ɬ,1
Tashigang,vowel,a,2
Tashigang,vowel,e,2
Tashigang,vowel,i,2
Tashigang,vowel,o,2
Tashigang,vowel,u,2
Tashigang,vowel,ai,1
Tashigang,vowel,au,1
Telangana,consonant,b,13
Telangana,consonant,j,13
Telangana,consonant,k,13
Telangana,consonant,m,13
Telangana,consonant,p,13
Telangana,consonant,ɖ,13
Telangana,consonant,ɡ,13
Telangana,consonant,ɳ,13
Telangana,consonant,ʈ,13
Telangana,consonant,d̪,11
Telangana,consonant,l,11
Telangana,consonant,t̪,11
Telangana,consonant,n,10
Telangana,consonant,ɾ,10
Telangana,consonant,b̤,9
Telangana,consonant,dz,9
Telangana,consonant,kʰ,9
Telangana,consonant,pʰ,9
Telangana,consonant,s,9
Telangana,consonant,ts,9
Telangana,consonant,ɖ̤,9
Telangana,consonant,ɭ,9
Telangana,consonant,ʂ,9
Telangana,consonant,ʈʰ,9
Telangana,consonant,f,8
Telangana,consonant,h,8
Telangana,consonant,w,7
Telangana,consonant,ɡ̤,6
Telangana,consonant,d̪̤,5
Telangana,consonant,n̪,5
Telangana,consonant,t̪ʰ,5
Telangana,consonant,cç,4
Telangana,consonant,s̪,4
Telangana,consonant,t̠ʃ,4
Telangana,consonant,ɟʝ,4
Telangana,consonant,ɦ,4
Telangana,consonant,ʃ,4
Telangana,consonant,β̞,4
Telangana,consonant,β̞ː,4
Telangana,consonant,t,3
Telangana,consonant,v,3
Telangana,consonant,ŋ,3
Telangana,consonant,ɡʱ,3
Telangana,consonant,bː,2
Telangana,consonant,c,2
Telangana,consonant,cçʰ,2
Telangana,consonant,cʰ,2
Telangana,consonant,d,2
Telangana,consonant,dzː,2
Telangana,consonant,dː,2
Telangana,consonant,d̠ʒ,2
Telangana,consonant,d̤,2
Telangana,consonant,d̪̤|d̤,2
Telangana,consonant,kː,2
Telangana,consonant,lː,2
Telangana,consonant,l̪,2
Telangana,consonant,mː,2
Telangana,consonant,nː,2
Telangana,consonant,pː,2
Telangana,consonant,rː,2
Telangana,consonant,r̪,2
Telangana,consonant,tsː,2
Telangana,consonant,tɕ,2
Telangana,consonant,tː,2
Telangana,consonant,ç,2
Telangana,consonant,ɕ,2
Telangana,consonant,ɖː,2
Telangana,consonant,ɟ,2
Telangana,consonant,ɟ̤,2
Telangana,consonant,ɟ̤ʝ,2
Telangana,consonant,ɡː,2
Telangana,consonant,ɭː,2
Telangana,consonant,ɲ,2
Telangana,consonant,ɽ,2
Telangana,consonant,ʈː,2
Telangana,consonant,ʋ,2
Telangana,consonant,d̤z,1
Telangana,consonant,r,1
Telangana,consonant,r̠,1
Telangana,consonant,r̠ʲ,1
Telangana,consonant,tsʰ,1
Telangana,consonant,x,1
Telangana,vowel,e,13
Telangana,vowel,i,13
Telangana,vowel,u,13
Telangana,vowel,o,11
Telangana,vowel,aː,10
Telangana,vowel,eː,10
Telangana,vowel,iː,10
Telangana,vowel,oː,10
Telangana,vowel,uː,10
Telangana,vowel,æː,6
Telangana,vowel,ɑ,6
Telangana,vowel,a,5
Telangana,vowel,ɛ,3
Telangana,vowel,ɪ,3
Telangana,vowel,ʊ,3
Telangana,vowel,o̞,2
Telangana,vowel,æ,2
Telangana,vowel,ɐ,2
Telangana,vowel,ɒː,2
Telangana,vowel,ɔː,2
Telangana,vowel,ə,2
Telangana,vowel,ɛː,2
Telangana,vowel,ɜ,2
Telangana,vowel,ɪː,2
Telangana,vowel,ʊː,2
Telangana,vowel,u̞,1
Telangana,vowel,ʌ,1
Thimphu,consonant,b,1
Thimphu,consonant,d,1
Thimphu,consonant,dz,1
Thimphu,consonant,dʑ,1
Thimphu,consonant,h,1
Thimphu,consonant,j,1
Thimphu,consonant,k,1
Thimphu,consonant,kʰ,1
Thimphu,consonant,l,1
Thimphu,consonant,l̥,1
Thimphu,consonant,m,1
Thimphu,consonant,n,1
Thimphu,consonant,p,1
Thimphu,consonant,pʰ,1
Thimphu,consonant,r,1
Thimphu,consonant,s,1
Thimphu,consonant,t,1
Thimphu,consonant,ts,1
Thimphu,consonant,tsʰ,1
Thimphu,consonant,tɕ,1
Thimphu,consonant,tɕʰ,1
Thimphu,consonant,tʰ,1
Thimphu,consonant,w,1
Thimphu,consonant,z,1
Thimphu,consonant,ŋ,1
Thimphu,consonant,ɕ,1
Thimphu,consonant,ɖ,1
Thimphu,consonant,ɡ,1
Thimphu,consonant,ɲ,1
Thimphu,consonant,ʈ,1
Thimphu,consonant,ʈʰ,1
Thimphu,consonant,ʑ,1
Thimphu,vowel,ai,1
Thimphu,vowel,au,1
Thimphu,vowel,aːu,1
Thimphu,vowel,e,1
Thimphu,vowel,eu,1
Thimphu,vowel,eː,1
Thimphu,vowel,ẽː,1
Thimphu,vowel,i,1
Thimphu,vowel,iu,1
Thimphu,vowel,iː,1
Thimphu,vowel,ĩː,1
Thimphu,vowel,o,1
Thimphu,vowel,ou,1
Thimphu,vowel,oː,1
Thimphu,vowel,õː,1
Thimphu,vowel,u,1
Thimphu,vowel,uː,1
Thimphu,vowel,ũː,1
Thimphu,vowel,øu,1
Thimphu,vowel,øː,1
Thimphu,vowel,ɑ,1
Thimphu,vowel,ɑː,1
Thimphu,vowel,ɑ̃ː,1
Thimphu,vowel,ɛu,1
Thimphu,vowel,ɛː,1
Thimphu,vowel,ʏː,1
Tibet Autonomous Region,consonant,h,93
Tibet Autonomous Region,consonant,j,93
Tibet Autonomous Region,consonant,k,93
Tibet Autonomous Region,consonant,kʰ,93
Tibet Autonomous Region,consonant,m,93
Tibet Autonomous Region,consonant,p,93
Tibet Autonomous Region,consonant,pʰ,93
Tibet Autonomous Region,consonant,w,93
Tibet Autonomous Region,consonant,ŋ,93
Tibet Autonomous Region,consonant,l,88
Tibet Autonomous Region,consonant,s,88
Tibet Autonomous Region,consonant,ts,88
Tibet Autonomous Region,consonant,tsʰ,88
Tibet Autonomous Region,consonant,n,83
Tibet Autonomous Region,consonant,ɕ,78
Tibet Autonomous Region,consonant,t,77
Tibet Autonomous Region,consonant,tʰ,77
Tibet Autonomous Region,consonant,tɕ,75
Tibet Autonomous Region,consonant,tɕʰ,75
Tibet Autonomous Region,consonant,ɲ,72
Tibet Autonomous Region,consonant,b,68
Tibet Autonomous Region,consonant,dz,68
Tibet Autonomous Region,consonant,z,68
Tibet Autonomous Region,consonant,d,67
Tibet Autonomous Region,consonant,m̥,66
Tibet Autonomous Region,consonant,l̥,62
Tibet Autonomous Region,consonant,ʈ,62
Tibet Autonomous Region,consonant,ʈʰ,62
Tibet Autonomous Region,consonant,ɡ,60
Tibet Autonomous Region,consonant,nd,59
Tibet Autonomous Region,consonant,ndz,59
Tibet Autonomous Region,consonant,ŋɡ,58
Tibet Autonomous Region,consonant,n̥,56
Tibet Autonomous Region,consonant,r,54
Tibet Autonomous Region,consonant,mb,51
Tibet Autonomous Region,consonant,dʑ,50
Tibet Autonomous Region,consonant,ŋ̊,48
Tibet Autonomous Region,consonant,ʂ,43
Tibet Autonomous Region,consonant,ɖ,42
Tibet Autonomous Region,consonant,ʑ,42
Tibet Autonomous Region,consonant,ʔ,42
Tibet Autonomous Region,consonant,ɲ̊,40
Tibet Autonomous Region,consonant,ndʑ,34
Tibet Autonomous Region,consonant,c,33
Tibet Autonomous Region,consonant,cʰ,33
Tibet Autonomous Region,consonant,sʰ,33
Tibet Autonomous Region,consonant,x,33
Tibet Autonomous Region,consonant,ɕʰ,33
Tibet Autonomous Region,consonant,ɣ,33
Tibet Autonomous Region,consonant,ɳɖ,33
Tibet Autonomous Region,consonant,ʈʂ,30
Tibet Autonomous Region,consonant,ʈʂʰ,30
Tibet Autonomous Region,consonant,d̠ʒ,25
Tibet Autonomous Region,consonant,t̠ʃ,25
Tibet Autonomous Region,consonant,t̠ʃʰ,25
Tibet Autonomous Region,consonant,ɖʐ,25
Tibet Autonomous Region,consonant,ɦ,25
Tibet Autonomous Region,consonant,ɳɖʐ,25
Tibet Autonomous Region,consonant,ntsʰ,24
Tibet Autonomous Region,consonant,ʐ,24
Tibet Autonomous Region,consonant,r̥,22
Tibet Autonomous Region,consonant,ɟ,18
Tibet Autonomous Region,consonant,ɹ,18
Tibet Autonomous Region,consonant,n̠d̠ʒ,17
Tibet Autonomous Region,consonant,xʰ,17
Tibet Autonomous Region,consonant,ʃ,17
Tibet Autonomous Region,consonant,ʒ,17
Tibet Autonomous Region,consonant,j̊,16
Tibet Autonomous Region,consonant,mpʰ,16
Tibet Autonomous Region,consonant,ntʰ,16
Tibet Autonomous Region,consonant,t̪,16
Tibet Autonomous Region,consonant,t̪ʰ,16
Tibet Autonomous Region,consonant,ŋkʰ,16
Tibet Autonomous Region,consonant,ɲɟ,16
Tibet Autonomous Region,consonant,ɳʈʰ,16
Tibet Autonomous Region,consonant,ɸ,16
Tibet Autonomous Region,consonant,ʂʰ,16
Tibet Autonomous Region,consonant,ɬ,13
Tibet Autonomous Region,consonant,ɹ̥,13
Tibet Autonomous Region,consonant,n̪,10
Tibet Autonomous Region,consonant,cç,9
Tibet Autonomous Region,consonant,cçʰ,9
Tibet Autonomous Region,consonant,ç,9
Tibet Autonomous Region,consonant,ɟʝ,9
Tibet Autonomous Region,consonant,nsʰ,8
Tibet Autonomous Region,consonant,ntɕʰ,8
Tibet Autonomous Region,consonant,n̠t̠ʃʰ,8
Tibet Autonomous Region,consonant,çʰ,8
Tibet Autonomous Region,consonant,ŋxʰ,8
Tibet Autonomous Region,consonant,ɮ,8
Tibet Autonomous Region,consonant,ɰ,8
Tibet Autonomous Region,consonant,ɲcʰ,8
Tibet Autonomous Region,consonant,ɳ,8
Tibet Autonomous Region,consonant,ɻ,8
Tibet Autonomous Region,consonant,ɻ̊,8
Tibet Autonomous Region,consonant,ɾ,8
Tibet Autonomous Region,consonant,ʃʰ,8
Tibet Autonomous Region,consonant,ʝ,8
Tibet Autonomous Region,consonant,ʰc,8
Tibet Autonomous Region,consonant,ʰk,8
Tibet Autonomous Region,consonant,ʰl̥,8
Tibet Autonomous Region,consonant,ʰp,8
Tibet Autonomous Region,consonant,ʰt,8
Tibet Autonomous Region,consonant,ʰʈ,8
Tibet Autonomous Region,consonant,ʱb,8
Tibet Autonomous Region,consonant,ʱd,8
Tibet Autonomous Region,consonant,ʱdz,8
Tibet Autonomous Region,consonant,ʱdʑ,8
Tibet Autonomous Region,consonant,ʱj,8
Tibet Autonomous Region,consonant,ʱl,8
Tibet Autonomous Region,consonant,ʱm,8
Tibet Autonomous Region,consonant,ʱn,8
Tibet Autonomous Region,consonant,ʱz,8
Tibet Autonomous Region,consonant,ʱŋ,8
Tibet Autonomous Region,consonant,ʱɖ,8
Tibet Autonomous Region,consonant,ʱɟ,8
Tibet Autonomous Region,consonant,ʱɡ,8
Tibet Autonomous Region,consonant,ʱɲ,8
Tibet Autonomous Region,consonant,ʱʐ,8
Tibet Autonomous Region,consonant,ʷd,8
Tibet Autonomous Region,consonant,ʷl,8
Tibet Autonomous Region,consonant,ʷm,8
Tibet Autonomous Region,consonant,ʷz,8
Tibet Autonomous Region,consonant,ʷɟ,8
Tibet Autonomous Region,consonant,ʷʐ,8
Tibet Autonomous Region,consonant,ʷʑ,8
Tibet Autonomous Region,consonant,ʷʰk,8
Tibet Autonomous Region,consonant,ʷʰs,8
Tibet Autonomous Region,consonant,ʷʰsʰ,8
Tibet Autonomous Region,consonant,ʷʰt,8
Tibet Autonomous Region,consonant,ʷʰts,8
Tibet Autonomous Region,consonant,ʷʰtɕ,8
Tibet Autonomous Region,consonant,ʷʰɕʰ,8
Tibet Autonomous Region,consonant,ʷʰʂʰ,8
Tibet Autonomous Region,consonant,ʷʰʈ,8
Tibet Autonomous Region,consonant,ʼj,8
Tibet Autonomous Region,consonant,ʼl,8
Tibet Autonomous Region,consonant,ʼm,8
Tibet Autonomous Region,consonant,ʼn,8
Tibet Autonomous Region,consonant,ʼs,8
Tibet Autonomous Region,consonant,ʼw,8
Tibet Autonomous Region,consonant,ʼŋ,8
Tibet Autonomous Region,consonant,ʼɲ,8
Tibet Autonomous Region,consonant,ʼʃ,8
Tibet Autonomous Region,consonant,β,8
Tibet Autonomous Region,consonant,kʲ,5
Tibet Autonomous Region,consonant,kʲʰ,5
Tibet Autonomous Region,consonant,l̪,5
Tibet Autonomous Region,consonant,r̪,5
Tibet Autonomous Region,consonant,s̪,5
Tibet Autonomous Region,consonant,t̪s̪,5
Tibet Autonomous Region,consonant,t̪s̪ʰ,5
Tibet Autonomous Region,consonant,bʷ,1
Tibet Autonomous Region,consonant,d̪,1
Tibet Autonomous Region,consonant,d̪ʲ,1
Tibet Autonomous Region,consonant,k̰,1
Tibet Autonomous Region,consonant,lʲ,1
Tibet Autonomous Region,consonant,pʷ,1
Tibet Autonomous Region,consonant,p̰,1
Tibet Autonomous Region,consonant,t̪ʲ,1
Tibet Autonomous Region,tone,˦,5
Tibet Autonomous Region,tone,˨˦,5
Tibet Autonomous Region,tone,˥˩,1
Tibet Autonomous Region,tone,˧,1
Tibet Autonomous Region,tone,˩˥,1
Tibet Autonomous Region,tone,˩˧˩,1
Tibet Autonomous Region,vowel,a,92
Tibet Autonomous Region,vowel,e,75
Tibet Autonomous Region,vowel,i,75
Tibet Autonomous Region,vowel,u,70
Tibet Autonomous Region,vowel,o,62
Tibet Autonomous Region,vowel,ɔ,60
Tibet Autonomous Region,vowel,ɛ,59
Tibet Autonomous Region,vowel,eː,55
Tibet Autonomous Region,vowel,iː,55
Tibet Autonomous Region,vowel,ə,51
Tibet Autonomous Region,vowel,aː,46
Tibet Autonomous Region,vowel,y,44
Tibet Autonomous Region,vowel,oː,42
Tibet Autonomous Region,vowel,uː,42
Tibet Autonomous Region,vowel,ɯ,41
Tibet Autonomous Region,vowel,ɔː,34
Tibet Autonomous Region,vowel,ĩ,30
Tibet Autonomous Region,vowel,ãː,28
Tibet Autonomous Region,vowel,ĩː,27
Tibet Autonomous Region,vowel,ɛː,27
Tibet Autonomous Region,vowel,ũ,25
Tibet Autonomous Region,vowel,yː,25
Tibet Autonomous Region,vowel,ɑ,25
Tibet Autonomous Region,vowel,ua,24
Tibet Autonomous Region,vowel,ui,24
Tibet Autonomous Region,vowel,ɑ̃,24
Tibet Autonomous Region,vowel,ẽ,23
Tibet Autonomous Region,vowel,õː,23
Tibet Autonomous Region,vowel,ʊ,23
Tibet Autonomous Region,vowel,ɔ̃,21
Tibet Autonomous Region,vowel,ø,20
Tibet Autonomous Region,vowel,øː,20
Tibet Autonomous Region,vowel,ẽː,19
Tibet Autonomous Region,vowel,ɪ,18
Tibet Autonomous Region,vowel,õ,17
Tibet Autonomous Region,vowel,ɑː,17
Tibet Autonomous Region,vowel,ɨ,17
Tibet Autonomous Region,vowel,ei,16
Tibet Autonomous Region,vowel,ue,16
Tibet Autonomous Region,vowel,əː,16
Tibet Autonomous Region,vowel,ɯː,16
Tibet Autonomous Region,vowel,ɯ̃,16
Tibet Autonomous Region,vowel,ɵ,16
Tibet Autonomous Region,vowel,ã,15
Tibet Autonomous Region,vowel,ũː,15
Tibet Autonomous Region,vowel,ɛ̃ː,14
Tibet Autonomous Region,vowel,æ,13
Tibet Autonomous Region,vowel,œ̃ː,13
Tibet Autonomous Region,vowel,ʊ̃ː,13
Tibet Autonomous Region,vowel,ỹː,12
Tibet Autonomous Region,vowel,ʌ,9
Tibet Autonomous Region,vowel,ao,8
Tibet Autonomous Region,vowel,a̤,8
Tibet Autonomous Region,vowel,a̤ː,8
Tibet Autonomous Region,vowel,a̰,8
Tibet Autonomous Region,vowel,e̤,8
Tibet Autonomous Region,vowel,e̤ː,8
Tibet Autonomous Region,vowel,ia,8
Tibet Autonomous Region,vowel,iu,8
Tibet Autonomous Region,vowel,iə,8
Tibet Autonomous Region,vowel,i̤ː,8
Tibet Autonomous Region,vowel,ou,8
Tibet Autonomous Region,vowel,o̤,8
Tibet Autonomous Region,vowel,o̤ː,8
Tibet Autonomous Region,vowel,uẽ,8
Tibet Autonomous Region,vowel,uæ,8
Tibet Autonomous Region,vowel,uə,8
Tibet Autonomous Region,vowel,ṳ,8
Tibet Autonomous Region,vowel,ya,8
Tibet Autonomous Region,vowel,yə,8
Tibet Autonomous Region,vowel,y̤,8
Tibet Autonomous Region,vowel,æ̃,8
Tibet Autonomous Region,vowel,ø̤,8
Tibet Autonomous Region,vowel,œ,8
Tibet Autonomous Region,vowel,ɐ,8
Tibet Autonomous Region,vowel,ɒ,8
Tibet Autonomous Region,vowel,ɔ̜̃ː,8
Tibet Autonomous Region,vowel,ɔ̤,8
Tibet Autonomous Region,vowel,ɔ̤ː,8
Tibet Autonomous Region,vowel,əo,8
Tibet Autonomous Region,vowel,ə̃,8
Tibet Autonomous Region,vowel,ɛi,8
Tibet Autonomous Region,vowel,ɛ̃,8
Tibet Autonomous Region,vowel,ɛ̤,8
Tibet Autonomous Region,vowel,ɛ̤i̤,8
Tibet Autonomous Region,vowel,ɤ,8
Tibet Autonomous Region,vowel,ɨ̤,8
Tibet Autonomous Region,vowel,ɵː,8
Tibet Autonomous Region,vowel,ɵ̃,8
Tibet Autonomous Region,vowel,ʉ,8
Tibet Autonomous Region,vowel,ø̃ː,7
Tibet Autonomous Region,vowel,ea,5
Tibet Autonomous Region,vowel,ie,5
Tibet Autonomous Region,vowel,ĩẽ,5
Tibet Autonomous Region,vowel,oa,5
Tibet Autonomous Region,vowel,õã,5
Tibet Autonomous Region,vowel,œː,5
Tibet Autonomous Region,vowel,ɔ̃ː,5
Tibet Autonomous Region,vowel,ʊː,5
Tibet Autonomous Region,vowel,ʊ̃,5
Tibet Autonomous Region,vowel,õ̞,1
Tibet Autonomous Region,vowel,ỹ,1
Tibet Autonomous Region,vowel,ø̃,1
Tibet Autonomous Region,vowel,ɪ̃,1
Trashi Yangste,consonant,b,1
Trashi Yangste,consonant,c,1
Trashi Yangste,consonant,cʰ,1
Trashi Yangste,consonant,d,1
Trashi Yangste,consonant,dz,1
Trashi Yangste,consonant,dʑ,1
Trashi Yangste,consonant,h,1
Trashi Yangste,consonant,j,1
Trashi Yangste,consonant,k,1
Trashi Yangste,consonant,kʰ,1
Trashi Yangste,consonant,l,1
Trashi Yangste,consonant,l̥,1
Trashi Yangste,consonant,m,1
Trashi Yangste,consonant,n,1
Trashi Yangste,consonant,p,1
Trashi Yangste,consonant,pʰ,1
Trashi Yangste,consonant,r,1
Trashi Yangste,consonant,s,1
Trashi Yangste,consonant,t,1
Trashi Yangste,consonant,ts,1
Trashi Yangste,consonant,tsʰ,1
Trashi Yangste,consonant,tɕ,1
Trashi Yangste,consonant,tɕʰ,1
Trashi Yangste,consonant,tʰ,1
Trashi Yangste,consonant,w,1
Trashi Yangste,consonant,z,1
Trashi Yangste,consonant,ŋ,1
Trashi Yangste,consonant,ɕ,1
Trashi Yangste,consonant,ɖʐ,1
Trashi Yangste,consonant,ɟ,1
Trashi Yangste,consonant,ɡ,1
Trashi Yangste,consonant,ɲ,1
Trashi Yangste,consonant,ʂ,1
Trashi Yangste,consonant,ʈʂ,1
Trashi Yangste,consonant,ʈʂʰ,1
Trashi Yangste,consonant,ʑ,1
Trashi Yangste,consonant,ʔ,1
Trashi Yangste,vowel,a,1
Trashi Yangste,vowel,ai,1
Trashi Yangste,vowel,au,1
Trashi Yangste,vowel,aː,1
Trashi Yangste,vowel,e,1
Trashi Yangste,vowel,eu,1
Trashi Yangste,vowel,eː,1
Trashi Yangste,vowel,i,1
Trashi Yangste,vowel,iu,1
Trashi Yangste,vowel,iː,1
Trashi Yangste,vowel,o,1
Trashi Yangste,vowel,oː,1
Trashi Yangste,vowel,u,1
Trashi Yangste,vowel,uː,1
Trashi Yangste,vowel,y,1
Trashi Yangste,vowel,yː,1
Trashi Yangste,vowel,ø,1
Trashi Yangste,vowel,øː,1
Trashi Yangste,vowel,ɔ,1
Trashi Yangste,vowel,ɔː,1
Trashi Yangste,vowel,ɛ,1
Trashi Yangste,vowel,ɛː,1
Tripura,consonant,b,1
Tripura,consonant,cç,1
Tripura,consonant,cçʰ,1
Tripura,consonant,d̪,1
Tripura,consonant,h,1
Tripura,consonant,j,1
Tripura,consonant,k,1
Tripura,consonant,kʰ,1
Tripura,consonant,l,1
Tripura,consonant,m,1
Tripura,consonant,n̪,1
Tripura,consonant,p,1
Tripura,consonant,pʰ,1
Tripura,consonant,r,1
Tripura,consonant,s,1
Tripura,consonant,ts,1
Tripura,consonant,tsʰ,1
Tripura,consonant,t̪,1
Tripura,consonant,t̪ʰ,1
Tripura,consonant,w,1
Tripura,consonant,ç,1
Tripura,consonant,ŋ,1
Tripura,consonant,ɟʝ,1
Tripura,consonant,ɡ,1
Tripura,consonant,ɲ,1
Tripura,vowel,a,1
Tripura,vowel,o,1
Tripura,vowel,u,1
Tripura,vowel,ɔ,1
Tripura,vowel,ɛ,1
Tripura,vowel,ɪ,1
Tripura,vowel,ɯ,1
Tripura,vowel,ʊ,1
Tripura,vowel,ʌ,1
Uttar Pradesh,consonant,b,1
Uttar Pradesh,consonant,b̤,1
Uttar Pradesh,consonant,cç,1
Uttar Pradesh,consonant,cçʰ,1
Uttar Pradesh,consonant,d̪,1
Uttar Pradesh,consonant,d̪̤,1
Uttar Pradesh,consonant,h,1
Uttar Pradesh,consonant,j,1
Uttar Pradesh,consonant,k,1
Uttar Pradesh,consonant,kʰ,1
Uttar Pradesh,consonant,l,1
Uttar Pradesh,consonant,l̤,1
Uttar Pradesh,consonant,m,1
Uttar Pradesh,consonant,m̤,1
Uttar Pradesh,consonant,n,1
Uttar Pradesh,consonant,p,1
Uttar Pradesh,consonant,pʰ,1
Uttar Pradesh,consonant,r,1
Uttar Pradesh,consonant,r̤,1
Uttar Pradesh,consonant,s,1
Uttar Pradesh,consonant,t̪,1
Uttar Pradesh,consonant,t̪ʰ,1
Uttar Pradesh,consonant,w,1
Uttar Pradesh,consonant,ŋ,1
Uttar Pradesh,consonant,ɖ,1
Uttar Pradesh,consonant,ɖ̤,1
Uttar Pradesh,consonant,ɟʝ,1
Uttar Pradesh,consonant,ɟ̤ʝ,1
Uttar Pradesh,consonant,ɡ,1
Uttar Pradesh,consonant,ɡʱ,1
Uttar Pradesh,consonant,ɦ,1
Uttar Pradesh,consonant,ɲ,1
Uttar Pradesh,consonant,ɳ,1
Uttar Pradesh,consonant,ɽ,1
Uttar Pradesh,consonant,ɽ̤,1
Uttar Pradesh,consonant,ʈ,1
Uttar Pradesh,consonant,ʈʰ,1
Uttar Pradesh,vowel,e,1
Uttar Pradesh,vowel,i,1
Uttar Pradesh,vowel,o,1
Uttar Pradesh,vowel,u,1
Uttar Pradesh,vowel,æ,1
Uttar Pradesh,vowel,ɑ,1
Uttar Pradesh,vowel,ɔ,1
Uttar Pradesh,vowel,ɛ,1
Uttarakhand,consonant,b,2
Uttarakhand,consonant,b̤,2
Uttarakhand,consonant,cç,2
Uttarakhand,consonant,cçʰ,2
Uttarakhand,consonant,d̪,2
Uttarakhand,consonant,d̪̤,2
Uttarakhand,consonant,j,2
Uttarakhand,consonant,k,2
Uttarakhand,consonant,kʰ,2
Uttarakhand,consonant,l,2
Uttarakhand,consonant,m,2
Uttarakhand,consonant,p,2
Uttarakhand,consonant,pʰ,2
Uttarakhand,consonant,t̪,2
Uttarakhand,consonant,t̪ʰ,2
Uttarakhand,consonant,w,2
Uttarakhand,consonant,ç,2
Uttarakhand,consonant,ŋ,2
Uttarakhand,consonant,ɖ,2
Uttarakhand,consonant,ɖ̤,2
Uttarakhand,consonant,ɟʝ,2
