State,Type,Phoneme,Count
Uttarakhand,consonant,ɟ̤ʝ,2
Uttarakhand,consonant,ɡ,2
Uttarakhand,consonant,ɡʱ,2
Uttarakhand,consonant,ɳ,2
Uttarakhand,consonant,ɽ,2
Uttarakhand,consonant,ʈ,2
Uttarakhand,consonant,ʈʰ,2
Uttarakhand,consonant,h,1
Uttarakhand,consonant,n,1
Uttarakhand,consonant,n̪,1
Uttarakhand,consonant,r,1
Uttarakhand,consonant,s,1
Uttarakhand,consonant,ɦ,1
Uttarakhand,consonant,ɭ,1
Uttarakhand,consonant,ɲ,1
Uttarakhand,consonant,ɾ,1
Uttarakhand,vowel,a,2
Uttarakhand,vowel,e,2
Uttarakhand,vowel,i,2
Uttarakhand,vowel,o,2
Uttarakhand,vowel,u,2
Uttarakhand,vowel,ɔ,2
Uttarakhand,vowel,ɛ,2
Uttarakhand,vowel,aː,1
Uttarakhand,vowel,ẽ̞,1
Uttarakhand,vowel,iː,1
Uttarakhand,vowel,õː,1
Uttarakhand,vowel,õ̞,1
Uttarakhand,vowel,uː,1
Uttarakhand,vowel,æ̞̃,1
Uttarakhand,vowel,ɑ̃,1
Uttarakhand,vowel,ə,1
Uttarakhand,vowel,ə̃ː,1
Uttarakhand,vowel,ɪ,1
Uttarakhand,vowel,ʊ,1
Uttarakhand,vowel,ʊ̃,1
Uttarakhand,vowel,ʌ,1
West Bengal,consonant,b,7
West Bengal,consonant,j,7
West Bengal,consonant,k,7
West Bengal,consonant,l,7
West Bengal,consonant,m,7
West Bengal,consonant,p,7
West Bengal,consonant,s,7
West Bengal,consonant,w,7
West Bengal,consonant,ŋ,7
West Bengal,consonant,ɡ,7
West Bengal,consonant,h,6
West Bengal,consonant,ɖ,6
West Bengal,consonant,ɲ,6
West Bengal,consonant,ɽ,6
West Bengal,consonant,ʈ,6
West Bengal,consonant,n,5
West Bengal,consonant,r,5
West Bengal,consonant,c,4
West Bengal,consonant,d̪,4
West Bengal,consonant,t̪,4
West Bengal,consonant,ɟ,4
West Bengal,consonant,b̤,3
West Bengal,consonant,d,3
West Bengal,consonant,n̪,3
West Bengal,consonant,t,3
West Bengal,consonant,ʔ,3
West Bengal,consonant,cç,2
West Bengal,consonant,d̤,2
West Bengal,consonant,kʰ,2
West Bengal,consonant,pʰ,2
West Bengal,consonant,q,2
West Bengal,consonant,tʰ,2
West Bengal,consonant,ɖ̤,2
West Bengal,consonant,ɟʝ,2
West Bengal,consonant,ɾ,2
West Bengal,consonant,b̰,1
West Bengal,consonant,cçʰ,1
West Bengal,consonant,dʑ,1
West Bengal,consonant,d̤ʑ̤,1
West Bengal,consonant,d̪̤,1
West Bengal,consonant,j̊,1
West Bengal,consonant,k̰,1
West Bengal,consonant,l̥,1
West Bengal,consonant,m̥,1
West Bengal,consonant,n̥,1
West Bengal,consonant,p̰,1
West Bengal,consonant,tɕ,1
West Bengal,consonant,t̪ʰ,1
West Bengal,consonant,t̪̰,1
West Bengal,consonant,ɟ̤,1
West Bengal,consonant,ɟ̤ʝ,1
West Bengal,consonant,ɡʱ,1
West Bengal,consonant,ɡ̤,1
West Bengal,consonant,ɢ,1
West Bengal,consonant,ɣ,1
West Bengal,consonant,ɦ,1
West Bengal,consonant,ɳ,1
West Bengal,consonant,ɾ̥,1
West Bengal,consonant,ʈʰ,1
West Bengal,consonant,ʍ,1
West Bengal,consonant,θ,1
West Bengal,consonant,θ̪,1
West Bengal,vowel,e,7
West Bengal,vowel,i,7
West Bengal,vowel,u,7
West Bengal,vowel,a,6
West Bengal,vowel,o,6
West Bengal,vowel,aː,4
West Bengal,vowel,ã,4
West Bengal,vowel,eː,4
West Bengal,vowel,iː,4
West Bengal,vowel,ĩ,4
West Bengal,vowel,oː,4
West Bengal,vowel,uː,4
West Bengal,vowel,õ,3
West Bengal,vowel,ũ,3
West Bengal,vowel,ə,3
West Bengal,vowel,ai,2
West Bengal,vowel,au,2
West Bengal,vowel,ẽ,2
West Bengal,vowel,iu,2
West Bengal,vowel,oe,2
West Bengal,vowel,oi,2
West Bengal,vowel,õ̞,2
West Bengal,vowel,ui,2
West Bengal,vowel,ɪ̃,2
West Bengal,vowel,ae,1
West Bengal,vowel,ao,1
West Bengal,vowel,ea,1
West Bengal,vowel,ei,1
West Bengal,vowel,eo,1
West Bengal,vowel,eu,1
West Bengal,vowel,e̞,1
West Bengal,vowel,io,1
West Bengal,vowel,iə,1
West Bengal,vowel,oa,1
West Bengal,vowel,uə,1
West Bengal,vowel,ũː,1
West Bengal,vowel,u̞,1
West Bengal,vowel,æ̞̃,1
West Bengal,vowel,ɑ,1
West Bengal,vowel,ɔ,1
West Bengal,vowel,ɔe,1
West Bengal,vowel,ɔ̃,1
West Bengal,vowel,əi,1
West Bengal,vowel,əu,1
West Bengal,vowel,ə̃,1
West Bengal,vowel,ɛ,1
West Bengal,vowel,ɛo,1
West Bengal,vowel,ɛ̃,1
West Bengal,vowel,ɪ,1
West Bengal,vowel,ʊ,1
West Bengal,vowel,ʊ̃,1
West Bengal,vowel,ʌ,1
Western Region,consonant,j,15
Western Region,consonant,k,15
Western Region,consonant,kʰ,15
Western Region,consonant,m,15
Western Region,consonant,p,15
Western Region,consonant,pʰ,15
Western Region,consonant,s,15
Western Region,consonant,ŋ,15
Western Region,consonant,l,14
Western Region,consonant,ʈ,13
Western Region,consonant,w,12
Western Region,consonant,ʈʰ,12
Western Region,consonant,b,11
Western Region,consonant,r,11
Western Region,consonant,ɡ,11
Western Region,consonant,ɲ,11
Western Region,consonant,n,10
Western Region,consonant,ts,10
Western Region,consonant,h,9
Western Region,consonant,t,9
Western Region,consonant,tsʰ,9
Western Region,consonant,tʰ,9
Western Region,consonant,ɖ,9
Western Region,consonant,t̠ʃ,8
Western Region,consonant,t̠ʃʰ,8
Western Region,consonant,t̪,8
Western Region,consonant,t̪ʰ,8
Western Region,consonant,r̥,7
Western Region,consonant,ʃ,7
Western Region,consonant,d̪,6
Western Region,consonant,l̥,6
Western Region,consonant,d,5
Western Region,consonant,dz,5
Western Region,consonant,d̠ʒ,5
Western Region,consonant,n̪,5
Western Region,consonant,ç,5
Western Region,consonant,ʔ,5
Western Region,consonant,b̤,4
Western Region,consonant,c,4
Western Region,consonant,d̪̤,4
Western Region,consonant,ɟ,4
Western Region,consonant,ɾ,4
Western Region,consonant,cç,3
Western Region,consonant,cçʰ,3
Western Region,consonant,m̥,3
Western Region,consonant,x,3
Western Region,consonant,z,3
Western Region,consonant,ɖ̤,3
Western Region,consonant,ɟʝ,3
Western Region,consonant,ɟ̤ʝ,3
Western Region,consonant,ɡʱ,3
Western Region,consonant,cʰ,2
Western Region,consonant,kʷ,2
Western Region,consonant,kʷʰ,2
Western Region,consonant,mʷ,2
Western Region,consonant,pʷ,2
Western Region,consonant,pʷʰ,2
Western Region,consonant,ŋʷ,2
Western Region,consonant,ɦ,2
Western Region,consonant,ɳ,2
Western Region,consonant,ɽ,2
Western Region,consonant,ɽ̤,2
Western Region,consonant,ʂ,2
Western Region,consonant,χ,2
Western Region,consonant,j̊,1
Western Region,consonant,n̥,1
Western Region,consonant,tɕ,1
Western Region,consonant,ŋ̊,1
Western Region,consonant,ɡ̤,1
Western Region,consonant,ɬ,1
Western Region,consonant,ɭ,1
Western Region,consonant,ɭ̤,1
Western Region,consonant,ʍ,1
Western Region,tone,˥˩,1
Western Region,tone,˧,1
Western Region,tone,˧˦,1
Western Region,tone,˨,1
Western Region,tone,˩˥,1
Western Region,vowel,e,13
Western Region,vowel,i,13
Western Region,vowel,o,13
Western Region,vowel,u,13
Western Region,vowel,a,10
Western Region,vowel,ɛ,8
Western Region,vowel,ã,5
Western Region,vowel,ɑ,5
Western Region,vowel,ɔ,5
Western Region,vowel,ẽ,4
Western Region,vowel,ĩ,4
Western Region,vowel,õ,4
Western Region,vowel,ũ,4
Western Region,vowel,ə,4
Western Region,vowel,ui̯,3
Western Region,vowel,æ,3
Western Region,vowel,œ,3
Western Region,vowel,ʌ,3
Western Region,vowel,ai̯,2
Western Region,vowel,ei̯,2
Western Region,vowel,oi̯,2
Western Region,vowel,y,2
Western Region,vowel,ɑ̃,2
Western Region,vowel,ɪ,2
Western Region,vowel,ɵ,2
Western Region,vowel,ʉ,2
Western Region,vowel,ʊ,2
Western Region,vowel,ae,1
Western Region,vowel,ai,1
Western Region,vowel,au,1
Western Region,vowel,au̯,1
Western Region,vowel,aː,1
Western Region,vowel,eː,1
Western Region,vowel,e̤,1
Western Region,vowel,iu,1
Western Region,vowel,iː,1
Western Region,vowel,i̤,1
Western Region,vowel,oi,1
Western Region,vowel,ou̯,1
Western Region,vowel,oː,1
Western Region,vowel,o̤,1
Western Region,vowel,ue,1
Western Region,vowel,ui,1
Western Region,vowel,uː,1
Western Region,vowel,ṳ,1
Western Region,vowel,æː,1
Western Region,vowel,œi̯,1
Western Region,vowel,œː,1
Western Region,vowel,ɑy,1
Western Region,vowel,ɑɯ,1
Western Region,vowel,ɑ̤,1
Western Region,vowel,ɒ,1
Western Region,vowel,əi,1
Western Region,vowel,əu,1
Western Region,vowel,ɛː,1
Western Region,vowel,ɛ̃,1
Western Region,vowel,ʌy,1
Western Region,vowel,ʌɯ,1
Western Region,vowel,ʌ̃,1
Western Region,vowel,ʌ̤,1
